designation,ra,dec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
J101145.97+462819.4,152.9415478,46.4720580,15.785,0.056,19.5,1.633E+00,15.501,0.124,8.8,9.437E-01,12.604,null,0.7,9.011E-01,9.064,0.394,2.8,9.285E-01,15,16,4,16,0,16,0,16,null,null,null,null,null,null,null,5.756085,93.297682
J101143.92+462822.2,152.9330289,46.4728600,16.799,0.121,9.0,9.264E-01,15.993,0.192,5.6,9.350E-01,12.438,null,1.2,9.430E-01,8.659,null,1.6,9.940E-01,6,15,1,15,0,15,0,15,null,null,null,null,null,null,null,15.585680,279.441261
J101146.76+462830.2,152.9448368,46.4750626,17.399,0.188,5.8,8.586E-01,16.976,null,0.4,9.459E-01,12.856,null,0.2,1.074E+00,9.361,null,-1.2,8.565E-01,2,16,0,16,0,16,0,16,null,null,null,null,null,null,null,17.411969,52.970796
J101145.66+462837.5,152.9402526,46.4771003,17.144,0.152,7.1,8.959E-01,16.948,0.451,2.4,8.189E-01,12.872,null,0.2,9.829E-01,9.411,null,-1.2,8.295E-01,1,16,0,16,0,16,0,16,null,null,null,null,null,null,null,18.000650,8.096315
J101146.83+462805.9,152.9451630,46.4683284,17.348,0.192,5.7,6.709E-01,17.156,null,-1.1,1.055E+00,12.927,null,-0.2,9.342E-01,9.225,null,0.2,9.530E-01,0,15,0,15,0,15,0,16,null,null,null,null,null,null,null,20.141192,133.081113
J101143.71+462837.5,152.9321266,46.4770983,16.099,0.068,16.0,7.702E-01,16.237,0.232,4.7,9.955E-01,12.722,null,0.5,9.656E-01,9.158,null,0.5,1.021E+00,13,16,1,16,0,16,0,16,549069934,16.459,0.114,16.019,0.148,15.927,0.275,25.049727,315.330736
J101148.64+462832.1,152.9527057,46.4756010,16.917,0.126,8.6,9.099E-01,17.024,0.473,2.3,9.832E-01,12.200,null,1.9,1.115E+00,8.870,null,1.1,9.270E-01,4,16,0,16,1,16,0,16,null,null,null,null,null,null,null,35.644954,69.597246
J101146.72+462855.8,152.9446995,46.4821761,16.218,0.074,14.7,9.113E-01,15.983,0.190,5.7,1.025E+00,12.923,null,-1.6,8.241E-01,9.144,null,0.5,9.676E-01,11,15,3,15,0,15,0,15,null,null,null,null,null,null,null,38.557017,20.587868
J101146.57+462743.0,152.9440551,46.4619467,17.288,0.173,6.3,8.319E-01,16.634,null,1.2,8.221E-01,12.671,null,0.6,9.735E-01,9.288,0.524,2.1,1.072E+00,1,15,0,15,0,15,1,15,null,null,null,null,null,null,null,38.631083,161.956922
J101142.82+462848.1,152.9284321,46.4800344,17.531,0.214,5.1,8.766E-01,16.789,null,0.9,9.807E-01,12.339,null,1.6,8.929E-01,9.212,null,0.4,9.408E-01,3,16,0,16,1,16,0,16,null,null,null,null,null,null,null,39.016354,316.680180
J101148.24+462847.0,152.9510137,46.4797336,15.881,0.059,18.4,1.105E+00,15.623,0.143,7.6,9.438E-01,12.871,null,-0.9,9.981E-01,8.724,null,1.4,8.822E-01,13,15,3,15,0,15,0,15,549069942,16.905,0.160,16.054,0.156,15.799,0.244,39.984918,46.934290
J101141.90+462842.7,152.9245979,46.4785390,17.060,0.142,7.7,1.041E+00,16.533,0.298,3.6,9.688E-01,12.611,0.389,2.8,1.067E+00,9.316,0.519,2.1,9.432E-01,3,16,0,16,0,16,0,16,null,null,null,null,null,null,null,42.953127,302.381667
J101148.37+462747.9,152.9515610,46.4633092,16.977,0.138,7.9,8.614E-01,16.702,null,0.9,8.674E-01,12.896,null,-2.1,9.839E-01,9.339,null,-0.3,9.925E-01,3,14,0,14,0,14,0,14,null,null,null,null,null,null,null,44.133710,136.144546
J101147.70+462903.0,152.9487536,46.4841822,16.303,0.078,13.9,8.858E-01,16.105,0.215,5.0,9.141E-01,12.342,null,1.3,9.567E-01,9.362,null,-1.2,9.631E-01,11,15,1,15,0,15,0,15,null,null,null,null,null,null,null,49.332498,28.589489
J101149.34+462743.0,152.9555991,46.4619684,17.310,0.181,6.0,8.161E-01,16.336,null,1.9,8.262E-01,12.395,null,1.2,9.769E-01,8.791,null,1.2,1.057E+00,1,14,0,14,0,14,0,14,null,null,null,null,null,null,null,54.689147,132.077960
J101140.58+462849.1,152.9191195,46.4803311,15.985,0.061,17.9,8.528E-01,15.781,0.157,6.9,9.836E-01,12.975,null,-0.4,9.735E-01,9.373,null,-0.5,8.392E-01,15,16,2,16,0,16,0,16,null,null,null,null,null,null,null,57.906532,300.578790
J101149.77+462901.2,152.9574054,46.4836763,13.420,0.025,42.8,4.197E+00,13.066,0.028,38.1,1.407E+00,9.865,0.041,26.4,1.131E+00,8.049,0.173,6.3,9.647E-01,15,15,15,15,15,15,2,15,549069951,15.354,0.068,14.625,0.077,14.286,0.086,61.254110,47.351116
J101151.35+462836.5,152.9639820,46.4768099,16.046,0.068,15.9,7.394E-01,15.883,0.181,6.0,9.771E-01,12.540,0.412,2.6,9.983E-01,9.319,null,-0.8,1.055E+00,13,14,2,14,0,14,0,14,null,null,null,null,null,null,null,63.617755,74.701655
J101151.25+462756.6,152.9635749,46.4657358,17.246,0.169,6.4,7.134E-01,16.540,0.340,3.2,7.717E-01,12.912,null,0.0,8.491E-01,9.267,null,-0.2,1.004E+00,1,15,0,15,0,15,0,15,null,null,null,null,null,null,null,64.628718,110.924917
J101148.03+462720.9,152.9501291,46.4558268,14.966,0.037,29.1,7.920E-01,14.863,0.078,13.9,8.704E-01,12.816,null,0.2,1.004E+00,8.854,null,1.1,9.778E-01,15,15,12,15,0,15,0,15,null,null,null,null,null,null,null,64.680532,155.297267
J101146.53+462714.9,152.9438922,46.4541441,17.137,0.156,6.9,8.769E-01,17.090,0.528,2.1,9.268E-01,12.933,null,-1.0,1.052E+00,9.201,null,0.2,1.034E+00,3,15,0,15,1,15,0,15,null,null,null,null,null,null,null,65.843993,169.885721
J101138.83+462819.1,152.9117997,46.4719875,16.683,0.107,10.2,9.389E-01,16.261,0.246,4.4,9.101E-01,12.420,null,1.2,8.856E-01,9.397,null,-0.6,9.547E-01,6,15,0,15,0,15,0,15,null,null,null,null,null,null,null,68.011865,269.517111
J101152.35+462804.6,152.9681485,46.4679665,16.431,0.089,12.2,7.588E-01,16.273,0.254,4.3,9.170E-01,12.909,null,0.0,1.117E+00,9.316,null,-0.3,9.549E-01,7,15,2,15,0,15,0,15,null,null,null,null,null,null,null,73.266223,101.851776
J101138.41+462843.1,152.9100823,46.4786413,16.451,0.087,12.4,1.071E+00,16.464,0.296,3.7,8.863E-01,12.941,null,-2.1,1.070E+00,9.377,null,-0.7,9.808E-01,7,15,0,15,0,15,0,15,null,null,null,null,null,null,null,75.947604,287.930953
J101147.10+462701.1,152.9462829,46.4503079,17.489,0.212,5.1,8.480E-01,16.363,null,1.7,8.230E-01,12.877,null,-0.1,9.802E-01,9.284,null,-0.8,1.075E+00,1,14,0,14,0,14,0,14,null,null,null,null,null,null,null,80.553082,167.457246
J101138.27+462853.1,152.9094817,46.4814441,17.438,0.190,5.7,8.523E-01,16.947,null,0.5,7.861E-01,12.338,null,1.6,8.546E-01,9.380,null,-0.4,9.616E-01,1,16,0,16,0,16,0,16,null,null,null,null,null,null,null,80.985010,294.413535
J101153.17+462832.1,152.9715733,46.4756025,17.320,0.190,5.7,8.673E-01,16.659,0.360,3.0,8.745E-01,12.895,null,-1.5,9.863E-01,9.043,null,0.5,1.019E+00,2,14,0,14,0,14,0,14,null,null,null,null,null,null,null,81.145128,81.177604
J101150.43+462924.3,152.9601508,46.4900941,15.858,0.058,18.8,1.104E+00,15.872,0.175,6.2,1.008E+00,12.679,null,0.4,1.054E+00,9.132,null,0.4,1.080E+00,14,15,1,15,0,15,0,15,null,null,null,null,null,null,null,82.840865,38.750697
J101141.03+462930.3,152.9209742,46.4917655,17.505,0.208,5.2,1.624E+00,17.118,0.542,2.0,9.819E-01,12.464,null,1.0,9.019E-01,8.520,null,2.0,9.308E-01,0,15,0,15,0,15,0,15,null,null,null,null,null,null,null,83.872330,327.352757
J101140.18+462708.3,152.9174405,46.4523191,17.245,0.181,6.0,7.825E-01,17.011,0.476,2.3,7.657E-01,12.971,null,-0.9,1.052E+00,9.384,null,-0.4,9.361E-01,2,16,0,16,0,16,0,16,null,null,null,null,null,null,null,89.533892,217.128707
J101136.69+462829.8,152.9029159,46.4749537,16.147,0.073,14.9,1.097E+00,15.345,0.111,9.8,8.870E-01,12.202,null,2.0,9.713E-01,9.047,0.399,2.7,1.038E+00,12,15,6,15,0,15,0,15,null,null,null,null,null,null,null,90.596950,276.409717
J101146.28+462649.5,152.9428638,46.4470895,16.794,0.115,9.4,7.774E-01,17.028,0.514,2.1,7.766E-01,12.828,null,0.2,9.856E-01,9.356,null,-0.3,9.507E-01,3,15,0,15,0,15,0,15,null,null,null,null,null,null,null,90.666590,174.294541
J101155.17+462802.9,152.9798757,46.4674948,17.384,0.192,5.7,8.084E-01,16.834,0.415,2.6,8.424E-01,12.585,null,0.8,9.403E-01,9.383,null,-2.4,9.201E-01,1,15,1,15,0,16,0,16,null,null,null,null,null,null,null,102.162840,99.426684
J101135.63+462840.9,152.8984673,46.4780428,15.823,0.057,18.9,9.667E-01,15.635,0.143,7.6,1.034E+00,12.937,null,-0.4,9.330E-01,8.687,null,1.9,1.115E+00,15,15,1,15,0,15,0,15,null,null,null,null,null,null,null,103.262021,281.870005
J101154.36+462910.0,152.9765244,46.4861290,15.215,0.042,25.6,9.428E-01,14.986,0.085,12.8,9.819E-01,12.341,null,1.3,8.451E-01,8.930,null,0.5,1.036E+00,14,14,11,14,0,14,0,14,null,null,null,null,null,null,null,105.262780,61.426175
J101147.07+463007.2,152.9461405,46.5020061,16.231,0.074,14.6,7.086E-01,16.131,0.210,5.2,8.867E-01,12.867,0.509,2.1,8.981E-01,8.740,null,1.3,1.052E+00,11,16,1,16,0,16,0,16,null,null,null,null,null,null,null,108.838401,9.052269
J101138.10+462659.1,152.9087632,46.4497648,16.900,0.125,8.7,8.357E-01,16.856,null,0.6,9.727E-01,12.517,null,1.0,9.400E-01,9.239,null,0.3,9.302E-01,4,16,0,16,0,16,0,16,null,null,null,null,null,null,null,110.464918,223.164647
J101149.05+463006.9,152.9544055,46.5019311,12.164,0.024,46.1,1.126E+00,12.198,0.023,46.6,8.420E-01,12.386,0.321,3.4,9.562E-01,8.771,null,1.3,8.628E-01,16,16,16,16,0,16,0,16,549069988,12.727,0.022,12.328,0.023,12.266,0.025,113.619186,19.327774
J101148.50+462626.6,152.9520852,46.4407469,17.033,0.140,7.8,9.968E-01,16.498,null,1.6,9.182E-01,12.485,null,1.1,8.289E-01,9.254,null,0.3,9.998E-01,1,15,0,15,0,15,0,15,null,null,null,null,null,null,null,117.460491,164.246302
J101141.11+462629.2,152.9212986,46.4414556,16.876,0.121,9.0,7.310E-01,16.216,0.225,4.8,8.152E-01,12.958,null,-0.4,1.015E+00,9.045,null,0.7,9.605E-01,2,16,0,16,0,16,1,16,null,null,null,null,null,null,null,119.112668,201.928824
J101156.59+462855.6,152.9857979,46.4821343,15.119,0.041,26.6,9.438E-01,15.065,0.090,12.1,9.024E-01,12.405,null,1.2,8.266E-01,8.788,null,1.3,1.082E+00,15,15,7,15,0,15,1,15,549074938,16.245,0.091,15.556,0.088,15.330,0.159,120.913215,72.689613
J101151.56+462634.9,152.9648511,46.4430345,17.303,0.177,6.1,7.579E-01,16.674,null,1.1,9.851E-01,12.812,null,0.2,1.030E+00,9.127,null,0.4,1.044E+00,2,15,0,15,0,15,0,15,null,null,null,null,null,null,null,122.571246,148.765986
J101137.97+462955.3,152.9082091,46.4987047,14.760,0.035,31.1,9.349E-01,14.582,0.065,16.7,9.790E-01,12.517,0.368,3.0,7.964E-01,9.157,null,0.2,9.441E-01,15,15,12,15,0,15,0,15,549069979,16.378,0.106,15.641,0.120,15.173,0.149,122.683760,321.200013
J101157.14+462745.8,152.9880969,46.4627497,16.119,0.069,15.8,8.826E-01,16.021,0.195,5.6,1.095E+00,12.932,null,-1.0,8.531E-01,9.349,null,0.1,1.042E+00,13,16,1,16,0,16,0,16,null,null,null,null,null,null,null,125.805258,105.586785
J101137.51+462641.3,152.9063325,46.4448203,17.153,0.160,6.8,8.608E-01,16.555,null,1.5,8.635E-01,12.948,null,-1.0,9.006E-01,9.312,null,-0.1,1.058E+00,3,16,0,16,0,16,0,16,null,null,null,null,null,null,null,127.812502,219.678244
J101134.95+462931.0,152.8956650,46.4919491,14.888,0.036,30.1,1.111E+00,14.727,0.069,15.7,1.101E+00,12.451,null,1.3,1.013E+00,9.386,null,-1.6,1.003E+00,17,17,13,17,0,17,0,17,549069963,15.987,0.075,15.273,0.076,15.125,0.136,129.394375,303.441106
J101147.95+463028.7,152.9497940,46.5079818,17.234,0.167,6.5,8.701E-01,17.114,null,0.2,9.457E-01,12.400,null,1.4,9.162E-01,9.303,0.543,2.0,9.523E-01,2,16,0,16,0,16,1,16,null,null,null,null,null,null,null,131.625109,11.470132
J101138.57+463022.2,152.9107378,46.5061694,17.322,0.184,5.9,9.326E-01,16.786,null,0.7,1.013E+00,12.587,null,0.7,9.178E-01,9.258,null,-1.9,9.382E-01,2,15,0,15,0,15,0,15,null,null,null,null,null,null,null,141.372133,330.041242
J101153.86+462627.9,152.9744418,46.4411021,17.324,0.189,5.8,8.551E-01,16.954,0.469,2.3,9.486E-01,12.569,0.391,2.8,9.759E-01,9.154,null,0.2,9.488E-01,1,15,0,15,0,15,0,15,null,null,null,null,null,null,null,141.841648,141.986946
J101159.11+462829.1,152.9963295,46.4747648,15.905,0.063,17.3,8.028E-01,16.326,0.263,4.1,1.037E+00,12.907,null,-0.6,8.673E-01,9.296,null,-0.9,1.081E+00,15,15,1,15,0,15,0,15,null,null,null,null,null,null,null,141.878509,86.175078
J101134.56+462651.9,152.8940123,46.4477595,16.950,0.128,8.5,8.331E-01,16.540,null,1.6,8.749E-01,12.867,null,0.2,1.023E+00,9.294,null,-0.6,9.448E-01,2,16,0,16,0,16,0,16,null,null,null,null,null,null,null,142.422591,231.954253
J101152.36+463025.7,152.9682028,46.5071657,17.008,0.134,8.1,8.664E-01,16.759,0.372,2.9,1.046E+00,12.654,null,0.6,1.015E+00,8.792,null,1.2,9.011E-01,5,16,1,16,0,16,0,16,null,null,null,null,null,null,null,145.075891,29.658311
J101159.42+462809.9,152.9976147,46.4694193,17.148,0.157,6.9,8.241E-01,17.029,0.494,2.2,7.834E-01,12.869,null,0.2,1.140E+00,9.311,null,-0.8,1.049E+00,1,15,0,15,0,15,0,15,null,null,null,null,null,null,null,145.092765,93.863788
J101144.77+463045.2,152.9365606,46.5125603,16.950,0.127,8.6,8.071E-01,17.090,null,0.2,9.956E-01,12.861,0.498,2.2,1.071E+00,8.870,null,1.1,9.095E-01,4,16,0,16,0,16,0,16,null,null,null,null,null,null,null,145.627592,357.397104
J101149.11+462557.7,152.9546532,46.4327139,15.004,0.037,29.0,1.010E+00,14.846,0.077,14.0,9.455E-01,12.577,null,0.8,9.944E-01,9.163,null,0.4,9.274E-01,16,16,10,16,0,16,0,16,549069868,16.621,0.123,15.716,0.114,15.679,0.218,147.033109,164.914404
J101147.67+462551.1,152.9486350,46.4308631,15.605,0.049,21.9,7.997E-01,15.255,0.105,10.3,9.662E-01,12.952,null,-0.5,9.125E-01,9.110,null,0.7,9.238E-01,16,16,8,16,0,16,0,16,null,null,null,null,null,null,null,150.452072,171.077100
J101159.77+462850.6,152.9990523,46.4807402,14.733,0.034,31.9,9.042E-01,14.821,0.073,14.9,9.518E-01,12.366,null,1.4,1.003E+00,9.339,null,-0.6,9.187E-01,16,16,11,16,0,16,0,16,549074941,15.201,0.044,14.884,0.057,14.582,0.081,151.498218,78.199980
J101145.89+463051.5,152.9412321,46.5143123,16.186,0.071,15.3,9.413E-01,16.319,0.247,4.4,9.317E-01,12.550,null,0.9,8.920E-01,9.360,null,-1.2,8.906E-01,13,16,0,16,0,16,0,16,null,null,null,null,null,null,null,151.865512,1.871661
J101159.15+462914.1,152.9964779,46.4872660,15.998,0.064,17.1,1.133E+00,15.554,0.133,8.1,9.449E-01,12.852,null,0.2,8.560E-01,9.266,null,-0.1,1.160E+00,14,16,3,16,0,16,0,16,null,null,null,null,null,null,null,151.992990,69.000173
J101150.39+463044.9,152.9599991,46.5124962,14.980,0.038,28.8,8.891E-01,14.833,0.071,15.4,9.559E-01,12.312,null,1.6,1.016E+00,9.342,0.531,2.0,1.059E+00,16,16,12,16,0,16,0,16,549070000,16.120,0.091,15.437,0.088,15.278,0.164,154.097927,19.506581
J101154.46+463022.2,152.9769548,46.5061854,14.836,0.035,31.2,9.690E-01,14.644,0.061,17.7,9.916E-01,11.973,0.223,4.9,1.121E+00,8.984,null,0.8,9.793E-01,16,16,14,16,1,16,0,16,null,null,null,null,null,null,null,154.129516,37.334423
J101131.03+462722.1,152.8793089,46.4561635,17.340,0.181,6.0,8.926E-01,16.343,0.253,4.3,8.339E-01,12.996,null,-0.6,1.086E+00,9.426,null,-0.3,1.140E+00,1,16,0,16,0,16,0,16,null,null,null,null,null,null,null,159.343127,248.849101
J101131.25+462712.9,152.8802097,46.4536093,17.440,0.189,5.7,8.466E-01,16.681,0.351,3.1,8.433E-01,12.965,null,0.0,9.615E-01,9.354,null,-0.2,1.070E+00,0,16,0,16,0,16,0,16,null,null,null,null,null,null,null,160.858180,245.505851
J101157.09+463008.7,152.9878837,46.5024256,16.540,0.096,11.3,8.280E-01,17.119,0.539,2.0,1.030E+00,12.890,null,-0.7,9.769E-01,9.018,null,0.6,8.911E-01,7,15,1,15,0,15,0,15,null,null,null,null,null,null,null,162.550420,47.875687
J101135.39+462612.1,152.8974595,46.4367104,16.126,0.069,15.7,8.148E-01,16.085,0.195,5.6,9.039E-01,12.940,null,-0.3,9.418E-01,9.086,null,0.4,9.450E-01,13,16,1,16,0,16,0,16,null,null,null,null,null,null,null,164.346169,219.091786
J101129.45+462818.5,152.8727150,46.4718273,16.998,0.135,8.0,8.806E-01,16.774,0.369,2.9,7.541E-01,12.964,null,-0.5,1.042E+00,9.332,null,-1.3,9.984E-01,4,16,1,16,0,16,0,16,null,null,null,null,null,null,null,164.918279,269.620506
J101135.76+463031.7,152.8990228,46.5088186,16.449,0.087,12.5,8.625E-01,15.784,0.163,6.6,9.499E-01,12.925,null,-1.7,8.675E-01,9.399,null,-0.8,1.076E+00,8,16,2,16,0,16,0,16,null,null,null,null,null,null,null,165.398900,322.964899
J101148.43+463102.9,152.9518015,46.5174834,16.711,0.104,10.5,9.012E-01,16.646,0.321,3.4,9.071E-01,12.958,null,-0.6,9.373E-01,8.874,null,1.2,9.963E-01,4,16,0,16,0,16,0,16,null,null,null,null,null,null,null,166.147721,10.803570
J101146.25+463105.8,152.9427120,46.5183019,15.526,0.047,23.0,8.421E-01,15.109,0.088,12.4,9.964E-01,11.885,0.208,5.2,8.666E-01,8.995,null,0.8,1.020E+00,16,16,9,16,0,16,0,16,null,null,null,null,null,null,null,166.370934,2.971923
J101129.56+462745.3,152.8732026,46.4625920,17.484,0.192,5.7,8.925E-01,16.831,0.394,2.8,9.323E-01,12.853,0.472,2.3,8.838E-01,9.389,0.522,2.1,1.040E+00,1,17,1,17,0,17,0,17,null,null,null,null,null,null,null,167.295886,258.154843
J101129.93+462726.2,152.8747473,46.4572815,17.508,0.200,5.4,9.367E-01,16.874,null,0.8,7.254E-01,12.960,null,-0.8,9.481E-01,9.341,null,-1.4,1.087E+00,1,17,0,17,0,17,0,17,null,null,null,null,null,null,null,168.618076,251.515028
J101130.94+462939.8,152.8789569,46.4944142,15.861,0.056,19.3,8.414E-01,15.726,0.145,7.5,9.383E-01,12.221,null,2.0,8.884E-01,9.342,null,-0.8,9.466E-01,17,17,2,17,0,17,0,17,null,null,null,null,null,null,null,169.548720,298.233659
J101129.54+462903.0,152.8730970,46.4841881,17.317,0.172,6.3,9.103E-01,16.347,0.259,4.2,8.613E-01,12.310,null,1.6,9.104E-01,9.324,null,-2.6,9.559E-01,0,16,1,16,0,16,0,16,null,null,null,null,null,null,null,169.579532,284.830547
J101141.48+462534.4,152.9228413,46.4262360,16.781,0.113,9.6,7.144E-01,16.470,0.296,3.7,8.938E-01,12.677,null,0.5,1.047E+00,8.897,null,1.1,1.004E+00,2,16,1,16,0,16,0,16,null,null,null,null,null,null,null,170.215527,193.822666
J101155.12+462559.8,152.9797060,46.4332936,16.736,0.107,10.1,8.204E-01,16.365,0.263,4.1,8.090E-01,12.981,null,-0.6,9.930E-01,8.663,null,1.9,1.080E+00,6,16,0,16,0,16,0,16,null,null,null,null,null,null,null,172.178150,144.319476
J101140.89+463105.7,152.9203821,46.5182639,16.830,0.115,9.4,8.907E-01,17.003,0.472,2.3,8.324E-01,12.246,0.283,3.8,9.590E-01,9.318,null,0.0,1.098E+00,5,16,0,16,2,16,0,16,null,null,null,null,null,null,null,172.456585,344.291695
J101152.44+462541.0,152.9685286,46.4280709,16.527,0.092,11.9,8.864E-01,16.003,0.192,5.6,8.566E-01,12.960,null,-0.3,9.140E-01,9.095,null,0.5,9.748E-01,6,16,1,16,0,16,0,16,null,null,null,null,null,null,null,174.533181,155.383648
J101156.79+463029.2,152.9866532,46.5081225,15.923,0.060,17.9,1.000E+00,15.998,0.192,5.6,1.040E+00,12.801,null,0.2,9.975E-01,9.039,null,0.5,1.002E+00,14,15,1,15,0,15,0,15,null,null,null,null,null,null,null,174.888787,42.210787
J101128.33+462820.4,152.8680635,46.4723401,17.386,0.185,5.9,8.601E-01,16.913,0.417,2.6,9.231E-01,13.009,null,-1.0,1.001E+00,9.454,null,-1.2,1.077E+00,1,17,1,17,0,17,0,17,null,null,null,null,null,null,null,176.447391,270.248024
J101128.44+462755.2,152.8685136,46.4653391,17.157,0.151,7.2,8.336E-01,16.524,0.300,3.6,8.702E-01,12.407,null,1.5,8.312E-01,9.027,null,0.7,8.660E-01,3,17,0,17,0,17,0,17,null,null,null,null,null,null,null,177.047418,262.065175
J101156.44+462603.8,152.9851962,46.4344084,15.989,0.064,16.9,9.794E-01,15.352,0.110,9.9,8.806E-01,12.702,0.433,2.5,1.078E+00,8.764,null,1.4,1.108E+00,15,16,5,16,0,16,0,16,null,null,null,null,null,null,null,177.363478,139.983999
J101141.61+462523.0,152.9234005,46.4230739,15.328,0.043,25.1,8.429E-01,15.132,0.099,11.0,9.656E-01,12.880,null,-0.7,1.063E+00,9.306,null,-0.3,1.049E+00,15,15,8,15,0,15,0,15,null,null,null,null,null,null,null,180.984365,192.535660
J101128.28+462738.7,152.8678693,46.4607657,16.767,0.106,10.2,9.939E-01,15.820,0.157,6.9,1.131E+00,12.996,null,-0.9,8.525E-01,8.609,null,2.0,8.527E-01,5,17,3,17,0,17,0,17,null,null,null,null,null,null,null,181.630527,256.985235
J101136.31+462543.9,152.9013089,46.4288745,16.941,0.130,8.3,8.019E-01,16.684,0.338,3.2,8.644E-01,12.931,null,-2.1,9.686E-01,9.158,null,0.4,9.969E-01,3,16,1,16,0,16,0,16,null,null,null,null,null,null,null,181.982811,211.134572
J101159.21+462626.0,152.9967415,46.4405680,16.339,0.080,13.6,7.891E-01,15.878,0.170,6.4,1.008E+00,12.965,null,-1.0,1.016E+00,9.068,null,0.6,9.959E-01,10,16,1,16,0,16,0,16,null,null,null,null,null,null,null,182.401999,128.538249
J101134.23+463043.3,152.8926452,46.5120422,16.993,0.139,7.8,7.687E-01,16.091,0.207,5.2,9.991E-01,12.937,null,-0.2,8.519E-01,9.354,null,-0.6,8.619E-01,3,16,0,17,0,17,0,17,null,null,null,null,null,null,null,184.268457,321.219186
J101152.44+462529.3,152.9685201,46.4248309,16.067,0.066,16.4,8.973E-01,15.925,0.179,6.1,9.048E-01,12.967,null,-0.7,8.455E-01,9.313,null,-0.5,9.974E-01,12,16,1,16,0,16,0,16,549069849,17.413,0.270,16.085,0.152,15.716,0.215,185.194290,156.891679
J101129.88+462959.3,152.8745212,46.4998113,16.974,0.126,8.6,8.912E-01,16.666,0.333,3.3,1.000E+00,12.820,null,0.3,8.934E-01,8.890,null,1.2,1.032E+00,2,17,1,17,0,17,0,17,null,null,null,null,null,null,null,188.793033,301.857444
J101132.38+462607.1,152.8849336,46.4353322,17.514,0.203,5.4,8.868E-01,16.634,null,1.3,8.906E-01,12.956,null,-0.3,9.570E-01,9.374,null,-0.2,1.129E+00,1,16,1,16,0,16,0,16,null,null,null,null,null,null,null,188.951267,225.474458
J101136.74+462530.3,152.9030949,46.4250942,16.790,0.117,9.3,8.752E-01,16.449,0.280,3.9,8.717E-01,12.929,null,-0.2,9.966E-01,9.314,null,-0.2,8.773E-01,5,16,0,16,0,16,0,16,null,null,null,null,null,null,null,191.651177,207.896443
J101146.03+463132.0,152.9418277,46.5255559,17.416,0.188,5.8,9.060E-01,16.308,0.250,4.3,8.243E-01,12.894,null,0.0,8.041E-01,9.167,null,0.3,1.120E+00,2,15,2,15,0,15,0,15,null,null,null,null,null,null,null,192.369129,1.916762
J101134.91+463100.0,152.8954765,46.5166827,16.861,0.115,9.5,1.021E+00,16.814,null,0.9,8.318E-01,12.939,null,0.1,9.354E-01,9.384,null,-0.5,1.188E+00,5,17,0,17,0,17,0,17,null,null,null,null,null,null,null,193.546166,325.942243
J101136.55+463111.3,152.9023198,46.5198210,17.217,0.162,6.7,8.592E-01,17.174,null,-0.8,1.032E+00,12.913,null,0.2,1.042E+00,9.000,null,0.8,1.150E+00,2,17,0,17,0,17,0,17,null,null,null,null,null,null,null,194.471829,331.955265
J101143.94+463133.6,152.9331055,46.5260104,15.858,0.056,19.2,9.548E-01,15.791,0.162,6.7,8.377E-01,12.327,null,1.6,1.170E+00,8.594,null,1.9,8.717E-01,14,16,3,15,1,16,0,16,null,null,null,null,null,null,null,194.490683,355.526545
J101203.41+462920.1,153.0142398,46.4889436,17.288,0.170,6.4,8.603E-01,16.911,0.433,2.5,8.670E-01,12.944,null,-0.7,9.530E-01,9.338,null,-1.5,1.028E+00,1,16,0,16,0,16,0,16,null,null,null,null,null,null,null,195.527806,71.961861
J101149.71+462507.9,152.9571531,46.4188706,17.336,0.176,6.2,6.637E-01,16.661,null,1.1,9.189E-01,12.664,null,0.7,1.025E+00,9.283,null,-0.2,9.830E-01,0,16,0,16,0,16,0,16,null,null,null,null,null,null,null,196.890946,166.943194
J101126.85+462734.4,152.8618789,46.4595775,16.374,0.080,13.6,9.010E-01,16.179,0.216,5.0,9.876E-01,13.008,null,-0.9,9.032E-01,9.064,null,0.6,8.730E-01,11,17,1,17,0,17,0,17,null,null,null,null,null,null,null,197.070184,256.750430
